movieID,movieDescription,movieScores,userReviews,criticReviews,metascore,nominationUrl,storyLine,taglines,genres,certificate,cast,faq,videos,photos,technicalSpecs
RGFtc2Vs,"A dutiful damsel agrees to marry a handsome prince, only to find the royal family has recruited her as a sacrifice to repay an ancient debt.","[<li class=""ipc-inline-list__item sc-9e83797f-1 cxyOpW"" role=""presentation""><a aria-disabled=""false"" class=""ipc-link ipc-link--baseAlt ipc-link--touch-target sc-9e83797f-2 cfrylA isReview"" href=""/title/tt13452446/reviews/?ref_=tt_ov_rt"" role=""button"" tabindex=""0""><span class=""three-Elements""><span class=""score"">649</span><span class=""label"">User reviews</span></span></a></li>, <li class=""ipc-inline-list__item sc-9e83797f-1 cxyOpW"" role=""presentation""><a aria-disabled=""false"" class=""ipc-link ipc-link--baseAlt ipc-link--touch-target sc-9e83797f-2 cfrylA isReview"" href=""/title/tt13452446/externalreviews/?ref_=tt_ov_rt"" role=""button"" tabindex=""0""><span class=""three-Elements""><span class=""score"">129</span><span class=""label"">Critic reviews</span></span></a></li>, <li class=""ipc-inline-list__item sc-9e83797f-1 cxyOpW"" role=""presentation""><a aria-disabled=""false"" class=""ipc-link ipc-link--baseAlt ipc-link--touch-target sc-9e83797f-2 cfrylA isReview"" href=""/title/tt13452446/criticreviews/?ref_=tt_ov_rt"" role=""button"" tabindex=""0""><span class=""three-Elements""><span class=""score""><span class=""sc-b0901df4-0 bcQdDJ metacritic-score-box"" style=""background-color:#BB8A00"">46</span></span><span class=""label""><span class=""metacritic-score-label"">Metascore</span></span></span></a></li>]","['/title/tt13452446/reviews/?ref_=tt_ov_rt', '649', 'User reviews']","['/title/tt13452446/externalreviews/?ref_=tt_ov_rt', '129', 'Critic reviews']","['/title/tt13452446/criticreviews/?ref_=tt_ov_rt', '46', '46']",/title/tt13452446/fullcredits/cast?ref_=tt_ov_st_sm,"It was announced in Nov. 2020 that Millie Bobby Brown, hot off the success of Netflix's Enola Holmes (2020), had signed on to executive produce and star in a new fantasy film titled Damsel for the streaming service. A source pegs the budget at around $60-$70 million.",1 nomination,DirectorJuan Carlos Fresnadillo,1 nomination,/title/tt13452446/fullcredits/cast/?ref_=tt_cl_sm,/title/tt13452446/faq/?ref_=tt_faq_sm,/title/tt13452446/videogallery/?ref_=tt_vi_sm,/title/tt13452446/mediaviewer/rm2623161089/?ref_=tt_mi_sm,/title/tt13452446/technical?ref_=tt_spec_sm
T25jZSBVcG9uIGEgVGltZSBpbi4uLiBIb2xseXdvb2Q=,A faded television actor and his stunt double strive to achieve fame and success in the final years of Hollywood's Golden Age in 1969 Los Angeles.,"[<li class=""ipc-inline-list__item sc-9e83797f-1 cxyOpW"" role=""presentation""><a aria-disabled=""false"" class=""ipc-link ipc-link--baseAlt ipc-link--touch-target sc-9e83797f-2 cfrylA isReview"" href=""/title/tt7131622/reviews/?ref_=tt_ov_rt"" role=""button"" tabindex=""0""><span class=""three-Elements""><span class=""score"">5.8K</span><span class=""label"">User reviews</span></span></a></li>, <li class=""ipc-inline-list__item sc-9e83797f-1 cxyOpW"" role=""presentation""><a aria-disabled=""false"" class=""ipc-link ipc-link--baseAlt ipc-link--touch-target sc-9e83797f-2 cfrylA isReview"" href=""/title/tt7131622/externalreviews/?ref_=tt_ov_rt"" role=""button"" tabindex=""0""><span class=""three-Elements""><span class=""score"">671</span><span class=""label"">Critic reviews</span></span></a></li>, <li class=""ipc-inline-list__item sc-9e83797f-1 cxyOpW"" role=""presentation""><a aria-disabled=""false"" class=""ipc-link ipc-link--baseAlt ipc-link--touch-target sc-9e83797f-2 cfrylA isReview"" href=""/title/tt7131622/criticreviews/?ref_=tt_ov_rt"" role=""button"" tabindex=""0""><span class=""three-Elements""><span class=""score""><span class=""sc-b0901df4-0 bcQdDJ metacritic-score-box"" style=""background-color:#54A72A"">84</span></span><span class=""label""><span class=""metacritic-score-label"">Metascore</span></span></span></a></li>]","['/title/tt7131622/reviews/?ref_=tt_ov_rt', '5.8K', 'User reviews']","['/title/tt7131622/externalreviews/?ref_=tt_ov_rt', '671', 'Critic reviews']","['/title/tt7131622/criticreviews/?ref_=tt_ov_rt', '84', '84']",/title/tt7131622/fullcredits/cast?ref_=tt_ov_st_sm,Quentin Tarantino and Margot Robbie reveal why footage of tragic actress Sharon Tate was included in Once Upon a Time in Hollywood.,149 wins & 380 nominations total,DirectorQuentin Tarantino,149 wins & 380 nominations total,/title/tt7131622/fullcredits/cast/?ref_=tt_cl_sm,/title/tt7131622/faq/?ref_=tt_faq_sm,/title/tt7131622/videogallery/?ref_=tt_vi_sm,/title/tt7131622/mediaviewer/rm743607297/?ref_=tt_mi_sm,/title/tt7131622/technical?ref_=tt_spec_sm
RHVuZQ==,A Duke's son leads desert warriors against the galactic emperor and his father's evil nemesis to free their desert world from the emperor's rule.,"[<li class=""ipc-inline-list__item sc-9e83797f-1 cxyOpW"" role=""presentation""><a aria-disabled=""false"" class=""ipc-link ipc-link--baseAlt ipc-link--touch-target sc-9e83797f-2 cfrylA isReview"" href=""/title/tt0087182/reviews/?ref_=tt_ov_rt"" role=""button"" tabindex=""0""><span class=""three-Elements""><span class=""score"">955</span><span class=""label"">User reviews</span></span></a></li>, <li class=""ipc-inline-list__item sc-9e83797f-1 cxyOpW"" role=""presentation""><a aria-disabled=""false"" class=""ipc-link ipc-link--baseAlt ipc-link--touch-target sc-9e83797f-2 cfrylA isReview"" href=""/title/tt0087182/externalreviews/?ref_=tt_ov_rt"" role=""button"" tabindex=""0""><span class=""three-Elements""><span class=""score"">150</span><span class=""label"">Critic reviews</span></span></a></li>, <li class=""ipc-inline-list__item sc-9e83797f-1 cxyOpW"" role=""presentation""><a aria-disabled=""false"" class=""ipc-link ipc-link--baseAlt ipc-link--touch-target sc-9e83797f-2 cfrylA isReview"" href=""/title/tt0087182/criticreviews/?ref_=tt_ov_rt"" role=""button"" tabindex=""0""><span class=""three-Elements""><span class=""score""><span class=""sc-b0901df4-0 bcQdDJ metacritic-score-box"" style=""background-color:#BB8A00"">41</span></span><span class=""label""><span class=""metacritic-score-label"">Metascore</span></span></span></a></li>]","['/title/tt0087182/reviews/?ref_=tt_ov_rt', '955', 'User reviews']","['/title/tt0087182/externalreviews/?ref_=tt_ov_rt', '150', 'Critic reviews']","['/title/tt0087182/criticreviews/?ref_=tt_ov_rt', '41', '41']",/title/tt0087182/fullcredits/cast?ref_=tt_ov_st_sm,"Sir Patrick Stewart's casting as Gurney Halleck was actually a mistake. Director David Lynch thought he'd hired a different looking actor, as he had only seen Stewart wearing a costume and heavy makeup that made him look older in a play. This is the look the director was expecting, and when he showed up with his actual face, Lynch was disappointed at first.",2 wins & 6 nominations total,DirectorDavid Lynch,2 wins & 6 nominations total,/title/tt0087182/fullcredits/cast/?ref_=tt_cl_sm,/title/tt0087182/faq/?ref_=tt_faq_sm,/title/tt0087182/videogallery/?ref_=tt_vi_sm,/title/tt0087182/mediaviewer/rm3845358081/?ref_=tt_mi_sm,/title/tt0087182/technical?ref_=tt_spec_sm
SW50ZXJzdGVsbGFy,"When Earth becomes uninhabitable in the future, a farmer and ex-NASA pilot, Joseph Cooper, is tasked to pilot a spacecraft, along with a team of researchers, to find a new planet for humans.","[<li class=""ipc-inline-list__item sc-9e83797f-1 cxyOpW"" role=""presentation""><a aria-disabled=""false"" class=""ipc-link ipc-link--baseAlt ipc-link--touch-target sc-9e83797f-2 cfrylA isReview"" href=""/title/tt0816692/reviews/?ref_=tt_ov_rt"" role=""button"" tabindex=""0""><span class=""three-Elements""><span class=""score"">5.7K</span><span class=""label"">User reviews</span></span></a></li>, <li class=""ipc-inline-list__item sc-9e83797f-1 cxyOpW"" role=""presentation""><a aria-disabled=""false"" class=""ipc-link ipc-link--baseAlt ipc-link--touch-target sc-9e83797f-2 cfrylA isReview"" href=""/title/tt0816692/externalreviews/?ref_=tt_ov_rt"" role=""button"" tabindex=""0""><span class=""three-Elements""><span class=""score"">488</span><span class=""label"">Critic reviews</span></span></a></li>, <li class=""ipc-inline-list__item sc-9e83797f-1 cxyOpW"" role=""presentation""><a aria-disabled=""false"" class=""ipc-link ipc-link--baseAlt ipc-link--touch-target sc-9e83797f-2 cfrylA isReview"" href=""/title/tt0816692/criticreviews/?ref_=tt_ov_rt"" role=""button"" tabindex=""0""><span class=""three-Elements""><span class=""score""><span class=""sc-b0901df4-0 bcQdDJ metacritic-score-box"" style=""background-color:#54A72A"">74</span></span><span class=""label""><span class=""metacritic-score-label"">Metascore</span></span></span></a></li>]","['/title/tt0816692/reviews/?ref_=tt_ov_rt', '5.7K', 'User reviews']","['/title/tt0816692/externalreviews/?ref_=tt_ov_rt', '488', 'Critic reviews']","['/title/tt0816692/criticreviews/?ref_=tt_ov_rt', '74', '74']",/title/tt0816692/fullcredits/cast?ref_=tt_ov_st_sm,"Christopher Nolan has legions of devoted fans thanks to hits like The Dark Knight, Interstellar, and Oppenheimer. See how IMDb users rank all of his feature films as director.",44 wins & 148 nominations total,DirectorChristopher Nolan,44 wins & 148 nominations total,/title/tt0816692/fullcredits/cast/?ref_=tt_cl_sm,/title/tt0816692/faq/?ref_=tt_faq_sm,/title/tt0816692/videogallery/?ref_=tt_vi_sm,/title/tt0816692/mediaviewer/rm2841711616/?ref_=tt_mi_sm,/title/tt0816692/technical?ref_=tt_spec_sm
TGFuZCBvZiBCYWQ=,A US Army special forces unit is ambushed during a mission to retrieve an intelligence asset and their only remaining hope lies with a remote Air Force drone operator assisting them through a brutal 48-hour battle for survival.,"[<li class=""ipc-inline-list__item sc-9e83797f-1 cxyOpW"" role=""presentation""><a aria-disabled=""false"" class=""ipc-link ipc-link--baseAlt ipc-link--touch-target sc-9e83797f-2 cfrylA isReview"" href=""/title/tt19864802/reviews/?ref_=tt_ov_rt"" role=""button"" tabindex=""0""><span class=""three-Elements""><span class=""score"">150</span><span class=""label"">User reviews</span></span></a></li>, <li class=""ipc-inline-list__item sc-9e83797f-1 cxyOpW"" role=""presentation""><a aria-disabled=""false"" class=""ipc-link ipc-link--baseAlt ipc-link--touch-target sc-9e83797f-2 cfrylA isReview"" href=""/title/tt19864802/externalreviews/?ref_=tt_ov_rt"" role=""button"" tabindex=""0""><span class=""three-Elements""><span class=""score"">56</span><span class=""label"">Critic reviews</span></span></a></li>, <li class=""ipc-inline-list__item sc-9e83797f-1 cxyOpW"" role=""presentation""><a aria-disabled=""false"" class=""ipc-link ipc-link--baseAlt ipc-link--touch-target sc-9e83797f-2 cfrylA isReview"" href=""/title/tt19864802/criticreviews/?ref_=tt_ov_rt"" role=""button"" tabindex=""0""><span class=""three-Elements""><span class=""score""><span class=""sc-b0901df4-0 bcQdDJ metacritic-score-box"" style=""background-color:#BB8A00"">57</span></span><span class=""label""><span class=""metacritic-score-label"">Metascore</span></span></span></a></li>]","['/title/tt19864802/reviews/?ref_=tt_ov_rt', '150', 'User reviews']","['/title/tt19864802/externalreviews/?ref_=tt_ov_rt', '56', 'Critic reviews']","['/title/tt19864802/criticreviews/?ref_=tt_ov_rt', '57', '57']",/title/tt19864802/fullcredits/cast?ref_=tt_ov_st_sm,"Liam Hemsworth (Sgt. Kinney) is the real-life brother of Luke Hemsworth (Sgt. Abell). Luke previously appeared together with his brother Chris Hemsworth in Thor: Ragnarok (2017) and Thor: Love and Thunder (2022), so only Liam and Chris have not yet made a movie together.",William Eubank,DirectorWilliam Eubank,William Eubank,/title/tt19864802/fullcredits/cast/?ref_=tt_cl_sm,/title/tt19864802/faq/?ref_=tt_faq_sm,/title/tt19864802/videogallery/?ref_=tt_vi_sm,/title/tt19864802/mediaviewer/rm120997889/?ref_=tt_mi_sm,/title/tt19864802/technical?ref_=tt_spec_sm
QmFkZSBNaXlhbiBDaG90ZSBNaXlhbg==,"With their contrasting personalities and maverick methods, Bade Miyan and Chote Miyan need to overcome their differences and labor together to transport the offenders to impartiality and preserve the day.","[<li class=""ipc-inline-list__item sc-9e83797f-1 cxyOpW"" role=""presentation""><a aria-disabled=""false"" class=""ipc-link ipc-link--baseAlt ipc-link--touch-target sc-9e83797f-2 cfrylA isReview"" href=""/title/tt18072316/reviews/?ref_=tt_ov_rt"" role=""button"" tabindex=""0""><span class=""less-than-three-Elements""><span class=""score"">314</span><span class=""label"">User reviews</span></span></a></li>, <li class=""ipc-inline-list__item sc-9e83797f-1 cxyOpW"" role=""presentation""><a aria-disabled=""false"" class=""ipc-link ipc-link--baseAlt ipc-link--touch-target sc-9e83797f-2 cfrylA isReview"" href=""/title/tt18072316/externalreviews/?ref_=tt_ov_rt"" role=""button"" tabindex=""0""><span class=""less-than-three-Elements""><span class=""score"">30</span><span class=""label"">Critic reviews</span></span></a></li>]",,,,/title/tt18072316/fullcredits/writer?ref_=tt_ov_wr_sm,"Akshay and Tiger work for the first time, both having martial arts background.",Ali Abbas Zafar,DirectorAli Abbas Zafar,Ali Abbas Zafar,/title/tt18072316/fullcredits/cast/?ref_=tt_cl_sm,/title/tt18072316/faq/?ref_=tt_faq_sm,/title/tt18072316/videogallery/?ref_=tt_vi_sm,/title/tt18072316/mediaviewer/rm225001217/?ref_=tt_mi_sm,/title/tt18072316/technical?ref_=tt_spec_sm
U2Nvb3A=,How the BBC obtained the bombshell interview with Prince Andrew about his friendship with convicted sex offender Jeffrey Epstein.,"[<li class=""ipc-inline-list__item sc-9e83797f-1 cxyOpW"" role=""presentation""><a aria-disabled=""false"" class=""ipc-link ipc-link--baseAlt ipc-link--touch-target sc-9e83797f-2 cfrylA isReview"" href=""/title/tt21279806/reviews/?ref_=tt_ov_rt"" role=""button"" tabindex=""0""><span class=""three-Elements""><span class=""score"">76</span><span class=""label"">User reviews</span></span></a></li>, <li class=""ipc-inline-list__item sc-9e83797f-1 cxyOpW"" role=""presentation""><a aria-disabled=""false"" class=""ipc-link ipc-link--baseAlt ipc-link--touch-target sc-9e83797f-2 cfrylA isReview"" href=""/title/tt21279806/externalreviews/?ref_=tt_ov_rt"" role=""button"" tabindex=""0""><span class=""three-Elements""><span class=""score"">56</span><span class=""label"">Critic reviews</span></span></a></li>, <li class=""ipc-inline-list__item sc-9e83797f-1 cxyOpW"" role=""presentation""><a aria-disabled=""false"" class=""ipc-link ipc-link--baseAlt ipc-link--touch-target sc-9e83797f-2 cfrylA isReview"" href=""/title/tt21279806/criticreviews/?ref_=tt_ov_rt"" role=""button"" tabindex=""0""><span class=""three-Elements""><span class=""score""><span class=""sc-b0901df4-0 bcQdDJ metacritic-score-box"" style=""background-color:#54A72A"">63</span></span><span class=""label""><span class=""metacritic-score-label"">Metascore</span></span></span></a></li>]","['/title/tt21279806/reviews/?ref_=tt_ov_rt', '76', 'User reviews']","['/title/tt21279806/externalreviews/?ref_=tt_ov_rt', '56', 'Critic reviews']","['/title/tt21279806/criticreviews/?ref_=tt_ov_rt', '63', '63']",/title/tt21279806/fullcredits/cast?ref_=tt_ov_st_sm,It is adapted from the 2022 book Scoops: Behind the Scenes of the BBC's Most Shocking Interviews by former Newsnight editor Sam McAlister.,Philip Martin,DirectorPhilip Martin,Philip Martin,/title/tt21279806/fullcredits/cast/?ref_=tt_cl_sm,/title/tt21279806/faq/?ref_=tt_faq_sm,/title/tt21279806/videogallery/?ref_=tt_vi_sm,/title/tt21279806/mediaviewer/rm1593328897/?ref_=tt_mi_sm,/title/tt21279806/technical?ref_=tt_spec_sm
U2xlZXBpbmcgRG9ncw==,"An ex-homicide detective with memory loss is forced to solve a brutal murder, only to uncover chilling secrets from his forgotten past.","[<li class=""ipc-inline-list__item sc-9e83797f-1 cxyOpW"" role=""presentation""><a aria-disabled=""false"" class=""ipc-link ipc-link--baseAlt ipc-link--touch-target sc-9e83797f-2 cfrylA isReview"" href=""/title/tt8542964/reviews/?ref_=tt_ov_rt"" role=""button"" tabindex=""0""><span class=""three-Elements""><span class=""score"">43</span><span class=""label"">User reviews</span></span></a></li>, <li class=""ipc-inline-list__item sc-9e83797f-1 cxyOpW"" role=""presentation""><a aria-disabled=""false"" class=""ipc-link ipc-link--baseAlt ipc-link--touch-target sc-9e83797f-2 cfrylA isReview"" href=""/title/tt8542964/externalreviews/?ref_=tt_ov_rt"" role=""button"" tabindex=""0""><span class=""three-Elements""><span class=""score"">34</span><span class=""label"">Critic reviews</span></span></a></li>, <li class=""ipc-inline-list__item sc-9e83797f-1 cxyOpW"" role=""presentation""><a aria-disabled=""false"" class=""ipc-link ipc-link--baseAlt ipc-link--touch-target sc-9e83797f-2 cfrylA isReview"" href=""/title/tt8542964/criticreviews/?ref_=tt_ov_rt"" role=""button"" tabindex=""0""><span class=""three-Elements""><span class=""score""><span class=""sc-b0901df4-0 bcQdDJ metacritic-score-box"" style=""background-color:#BB8A00"">43</span></span><span class=""label""><span class=""metacritic-score-label"">Metascore</span></span></span></a></li>]","['/title/tt8542964/reviews/?ref_=tt_ov_rt', '43', 'User reviews']","['/title/tt8542964/externalreviews/?ref_=tt_ov_rt', '34', 'Critic reviews']","['/title/tt8542964/criticreviews/?ref_=tt_ov_rt', '43', '43']",/title/tt8542964/fullcredits/cast?ref_=tt_ov_st_sm,"Before Russell Crowe was cast, Mel Gibson and Nicolas Cage were originally considered for the lead role.",Adam Cooper,DirectorAdam Cooper,Adam Cooper,/title/tt8542964/fullcredits/cast/?ref_=tt_cl_sm,/title/tt8542964/faq/?ref_=tt_faq_sm,/title/tt8542964/videogallery/?ref_=tt_vi_sm,/title/tt8542964/mediaviewer/rm1260354305/?ref_=tt_mi_sm,/title/tt8542964/technical?ref_=tt_spec_sm
SHVtYW5l,"In the wake of an environmental collapse that is forcing humanity to shed 20% of its population, a family dinner erupts into chaos when a father's plan to enlist in the government's new euthanasia program goes horribly awry.","[<li class=""ipc-inline-list__item sc-9e83797f-1 cxyOpW"" role=""presentation""><a aria-disabled=""false"" class=""ipc-link ipc-link--baseAlt ipc-link--touch-target sc-9e83797f-2 cfrylA isReview"" href=""/title/tt16280912/reviews/?ref_=tt_ov_rt"" role=""button"" tabindex=""0""><span class=""three-Elements""><span class=""score"">13</span><span class=""label"">User reviews</span></span></a></li>, <li class=""ipc-inline-list__item sc-9e83797f-1 cxyOpW"" role=""presentation""><a aria-disabled=""false"" class=""ipc-link ipc-link--baseAlt ipc-link--touch-target sc-9e83797f-2 cfrylA isReview"" href=""/title/tt16280912/externalreviews/?ref_=tt_ov_rt"" role=""button"" tabindex=""0""><span class=""three-Elements""><span class=""score"">39</span><span class=""label"">Critic reviews</span></span></a></li>, <li class=""ipc-inline-list__item sc-9e83797f-1 cxyOpW"" role=""presentation""><a aria-disabled=""false"" class=""ipc-link ipc-link--baseAlt ipc-link--touch-target sc-9e83797f-2 cfrylA isReview"" href=""/title/tt16280912/criticreviews/?ref_=tt_ov_rt"" role=""button"" tabindex=""0""><span class=""three-Elements""><span class=""score""><span class=""sc-b0901df4-0 bcQdDJ metacritic-score-box"" style=""background-color:#BB8A00"">58</span></span><span class=""label""><span class=""metacritic-score-label"">Metascore</span></span></span></a></li>]","['/title/tt16280912/reviews/?ref_=tt_ov_rt', '13', 'User reviews']","['/title/tt16280912/externalreviews/?ref_=tt_ov_rt', '39', 'Critic reviews']","['/title/tt16280912/criticreviews/?ref_=tt_ov_rt', '58', '58']",/title/tt16280912/fullcredits/cast?ref_=tt_ov_st_sm,"Bob's Instagram account, @whataboutbob42 is real. In the movie, he talks about a photo from when he only had 4 unpopped popcorn kernels in a bag. That photo is there, and is interestingly dated at March 20th, 2021, more than three years before the film's release.",Caitlin Cronenberg,DirectorCaitlin Cronenberg,Caitlin Cronenberg,/title/tt16280912/fullcredits/cast/?ref_=tt_cl_sm,/title/tt16280912/faq/?ref_=tt_faq_sm,/title/tt16280912/videogallery/?ref_=tt_vi_sm,/title/tt16280912/mediaviewer/rm277772801/?ref_=tt_mi_sm,/title/tt16280912/technical?ref_=tt_spec_sm
U2FsdGJ1cm4=,"A student at Oxford University finds himself drawn into the world of a charming and aristocratic classmate, who invites him to his eccentric family's sprawling estate for a summer never to be forgotten.","[<li class=""ipc-inline-list__item sc-9e83797f-1 cxyOpW"" role=""presentation""><a aria-disabled=""false"" class=""ipc-link ipc-link--baseAlt ipc-link--touch-target sc-9e83797f-2 cfrylA isReview"" href=""/title/tt17351924/reviews/?ref_=tt_ov_rt"" role=""button"" tabindex=""0""><span class=""three-Elements""><span class=""score"">1K</span><span class=""label"">User reviews</span></span></a></li>, <li class=""ipc-inline-list__item sc-9e83797f-1 cxyOpW"" role=""presentation""><a aria-disabled=""false"" class=""ipc-link ipc-link--baseAlt ipc-link--touch-target sc-9e83797f-2 cfrylA isReview"" href=""/title/tt17351924/externalreviews/?ref_=tt_ov_rt"" role=""button"" tabindex=""0""><span class=""three-Elements""><span class=""score"">205</span><span class=""label"">Critic reviews</span></span></a></li>, <li class=""ipc-inline-list__item sc-9e83797f-1 cxyOpW"" role=""presentation""><a aria-disabled=""false"" class=""ipc-link ipc-link--baseAlt ipc-link--touch-target sc-9e83797f-2 cfrylA isReview"" href=""/title/tt17351924/criticreviews/?ref_=tt_ov_rt"" role=""button"" tabindex=""0""><span class=""three-Elements""><span class=""score""><span class=""sc-b0901df4-0 bcQdDJ metacritic-score-box"" style=""background-color:#54A72A"">61</span></span><span class=""label""><span class=""metacritic-score-label"">Metascore</span></span></span></a></li>]","['/title/tt17351924/reviews/?ref_=tt_ov_rt', '1K', 'User reviews']","['/title/tt17351924/externalreviews/?ref_=tt_ov_rt', '205', 'Critic reviews']","['/title/tt17351924/criticreviews/?ref_=tt_ov_rt', '61', '61']",/title/tt17351924/fullcredits/cast?ref_=tt_ov_st_sm,Rosamund Pike lived in the Saltburn house while filming took place.,14 wins & 99 nominations total,DirectorEmerald Fennell,14 wins & 99 nominations total,/title/tt17351924/fullcredits/cast/?ref_=tt_cl_sm,/title/tt17351924/faq/?ref_=tt_faq_sm,/title/tt17351924/videogallery/?ref_=tt_vi_sm,/title/tt17351924/mediaviewer/rm268190465/?ref_=tt_mi_sm,/title/tt17351924/technical?ref_=tt_spec_sm
QmFyYmll,"Barbie and Ken are having the time of their lives in the colorful and seemingly perfect world of Barbie Land. However, when they get a chance to go to the real world, they soon discover the joys and perils of living among humans.","[<li class=""ipc-inline-list__item sc-9e83797f-1 cxyOpW"" role=""presentation""><a aria-disabled=""false"" class=""ipc-link ipc-link--baseAlt ipc-link--touch-target sc-9e83797f-2 cfrylA isReview"" href=""/title/tt1517268/reviews/?ref_=tt_ov_rt"" role=""button"" tabindex=""0""><span class=""three-Elements""><span class=""score"">1.7K</span><span class=""label"">User reviews</span></span></a></li>, <li class=""ipc-inline-list__item sc-9e83797f-1 cxyOpW"" role=""presentation""><a aria-disabled=""false"" class=""ipc-link ipc-link--baseAlt ipc-link--touch-target sc-9e83797f-2 cfrylA isReview"" href=""/title/tt1517268/externalreviews/?ref_=tt_ov_rt"" role=""button"" tabindex=""0""><span class=""three-Elements""><span class=""score"">448</span><span class=""label"">Critic reviews</span></span></a></li>, <li class=""ipc-inline-list__item sc-9e83797f-1 cxyOpW"" role=""presentation""><a aria-disabled=""false"" class=""ipc-link ipc-link--baseAlt ipc-link--touch-target sc-9e83797f-2 cfrylA isReview"" href=""/title/tt1517268/criticreviews/?ref_=tt_ov_rt"" role=""button"" tabindex=""0""><span class=""three-Elements""><span class=""score""><span class=""sc-b0901df4-0 bcQdDJ metacritic-score-box"" style=""background-color:#54A72A"">80</span></span><span class=""label""><span class=""metacritic-score-label"">Metascore</span></span></span></a></li>]","['/title/tt1517268/reviews/?ref_=tt_ov_rt', '1.7K', 'User reviews']","['/title/tt1517268/externalreviews/?ref_=tt_ov_rt', '448', 'Critic reviews']","['/title/tt1517268/criticreviews/?ref_=tt_ov_rt', '80', '80']",/title/tt1517268/fullcredits/cast?ref_=tt_ov_st_sm,"Barbie is 23% larger than everything in Barbieland to mimic the awkward, disproportionate scale that real Barbies and Barbie activity sets are produced in. This is why Barbie sometimes appears too large for things like her car or why ceilings seem to be too low in the Dreamhouses.",193 wins & 420 nominations total,DirectorGreta Gerwig,193 wins & 420 nominations total,/title/tt1517268/fullcredits/cast/?ref_=tt_cl_sm,/title/tt1517268/faq/?ref_=tt_faq_sm,/title/tt1517268/videogallery/?ref_=tt_vi_sm,/title/tt1517268/mediaviewer/rm2057591297/?ref_=tt_mi_sm,/title/tt1517268/technical?ref_=tt_spec_sm
V29ua2E=,"With dreams of opening a shop in a city renowned for its chocolate, a young and poor Willy Wonka discovers that the industry is run by a cartel of greedy chocolatiers.","[<li class=""ipc-inline-list__item sc-9e83797f-1 cxyOpW"" role=""presentation""><a aria-disabled=""false"" class=""ipc-link ipc-link--baseAlt ipc-link--touch-target sc-9e83797f-2 cfrylA isReview"" href=""/title/tt6166392/reviews/?ref_=tt_ov_rt"" role=""button"" tabindex=""0""><span class=""three-Elements""><span class=""score"">722</span><span class=""label"">User reviews</span></span></a></li>, <li class=""ipc-inline-list__item sc-9e83797f-1 cxyOpW"" role=""presentation""><a aria-disabled=""false"" class=""ipc-link ipc-link--baseAlt ipc-link--touch-target sc-9e83797f-2 cfrylA isReview"" href=""/title/tt6166392/externalreviews/?ref_=tt_ov_rt"" role=""button"" tabindex=""0""><span class=""three-Elements""><span class=""score"">259</span><span class=""label"">Critic reviews</span></span></a></li>, <li class=""ipc-inline-list__item sc-9e83797f-1 cxyOpW"" role=""presentation""><a aria-disabled=""false"" class=""ipc-link ipc-link--baseAlt ipc-link--touch-target sc-9e83797f-2 cfrylA isReview"" href=""/title/tt6166392/criticreviews/?ref_=tt_ov_rt"" role=""button"" tabindex=""0""><span class=""three-Elements""><span class=""score""><span class=""sc-b0901df4-0 bcQdDJ metacritic-score-box"" style=""background-color:#54A72A"">66</span></span><span class=""label""><span class=""metacritic-score-label"">Metascore</span></span></span></a></li>]","['/title/tt6166392/reviews/?ref_=tt_ov_rt', '722', 'User reviews']","['/title/tt6166392/externalreviews/?ref_=tt_ov_rt', '259', 'Critic reviews']","['/title/tt6166392/criticreviews/?ref_=tt_ov_rt', '66', '66']",/title/tt6166392/fullcredits/writer?ref_=tt_ov_wr_sm,"In the opening number, Willy Wonka drops a coin down a storm grate. In Willy Wonka & the Chocolate Factory (1971), Charlie Bucket finds a coin in the storm drain which allows him to get his golden ticket.",1 win & 35 nominations total,DirectorPaul King,1 win & 35 nominations total,/title/tt6166392/fullcredits/cast/?ref_=tt_cl_sm,/title/tt6166392/faq/?ref_=tt_faq_sm,/title/tt6166392/videogallery/?ref_=tt_vi_sm,/title/tt6166392/mediaviewer/rm751781889/?ref_=tt_mi_sm,/title/tt6166392/technical?ref_=tt_spec_sm
